Aircraft TypeDesignator,Class,Number+Engine Type,"MANUFACTURER, Model"
PZ05,LandPlane,1/Piston,"PZL-OKECIE, PZL-105 Flaming"
PZ06,LandPlane,1/Piston,"PZL-OKECIE, PZL-106A Kruk"
PZ12,LandPlane,1/Piston,"PZL-OKECIE, PZL-112 Junior"
PZ26,LandPlane,1/Piston,"PZL-OKECIE, PZL-126 Mrówka"
PZ3T,LandPlane,1/Turboprop/Turboshaft,"PZL-OKECIE, PZL-130 Orlik"
PZ4M,LandPlane,1/Piston,"PZL-OKECIE, PZL-104M Wilga 2000"
PZ6T,LandPlane,1/Turboprop/Turboshaft,"PZL-OKECIE, PZL-106AT Turbo Kruk"
Q01,LandPlane,1/Piston,"REINER STEMME, Q-01"
Q1,LandPlane,1/Piston,"GENERAL ATOMICS, MQ-1 Predator"
Q25,LandPlane,1/Jet,"BOEING, MQ-25 Stingray"
Q4,LandPlane,1/Jet,"NORTHROP GRUMMAN, RQ-4 Global Hawk"
Q5,LandPlane,2/Jet,"NANCHANG, Q-5"
Q9,LandPlane,1/Turboprop/Turboshaft,"GENERAL ATOMICS, MQ-9 Reaper"
QAIL,LandPlane,1/Piston,"AEROSPORT, Quail"
QALT,LandPlane,1/Piston,"FMP, Qualt"
QEST,LandPlane,1/Piston,"OMNI-WELD, Questor"
QIC2,LandPlane,1/Piston,"QUICKIE, Quickie Q2"
QINT,LandPlane,1/Piston,"SCHEMPP-HIRTH, Quintus"
QR01,LandPlane,1/Piston,"QUERCY, CQR-01"
QUAS,LandPlane,1/Piston,"AEROALCOOL, Quasar Lite"
QUIC,LandPlane,1/Piston,"QUICKIE, Quickie"
R100,LandPlane,1/Piston,"ROBIN, R-1180 Aiglon"
R109,LandPlane,1/Piston,"RIHN, DR-109 Rhino"
R11,LandPlane,1/Piston,"RUPERT, R-11"
R135,LandPlane,4/Jet,"BOEING, RC-135"
R185,LandPlane,1/Piston,"JOHNSON, Rocket 185"
R2,SeaPlane,1/Piston,"SAU, R-02 Robert"
R200,LandPlane,1/Piston,"ROBIN, R-2100 Super Club"
R22,Helicopter,1/Piston,"ROBINSON, R-22"
R300,LandPlane,1/Piston,"ROBIN, R-300"
R4,Helicopter,1/Piston,"SIKORSKY, R-4 Hoverfly"
R44,Helicopter,1/Piston,"ROBINSON, R-44 Raven"
R66,Helicopter,1/Turboprop/Turboshaft,"ROBINSON, R-66"
R721,LandPlane,3/Jet,"BOEING, 727-100RE Super 27"
R722,LandPlane,3/Jet,"BOEING, 727-200RE Super 27"
R90F,LandPlane,1/Piston,"RUSCHMEYER, R-90-230FG"
R90R,LandPlane,1/Piston,"RUSCHMEYER, R-90-230RG"
R90T,LandPlane,1/Turboprop/Turboshaft,"RUSCHMEYER, R-90-420AT"
RA14,LandPlane,1/Piston,"ADAM (1), RA-14 Loisirs"
RA17,LandPlane,1/Piston,"ADAM (1), RA-17"
RAF2,Gyrocopter,1/Piston,"ROTARY AIR FORCE, RAF-2000"
RAID,LandPlane,1/Piston,"SKY RAIDER, Super Sky Raider"
RAIL,LandPlane,1/Piston,"AEROSPORT, Rail"
RALL,LandPlane,1/Piston,"MORANE-SAULNIER, MS-880 Rallye Club"
RANG,LandPlane,1/Piston,"NAVION, Rangemaster"
RARO,LandPlane,1/Piston,"NEW CENTURY, Radial Rocket"
RAV3,LandPlane,1/Piston,"RAVIN, Ravin 300"
RAV5,LandPlane,1/Piston,"RAVIN, Ravin 500"
RAZM,LandPlane,1/Piston,"SAINT GERMAIN, Raz-Mut"
RBEL,LandPlane,1/Piston,"MURPHY, Rebel"
RC3,Amphibian,1/Piston,"REPUBLIC, RC-3 Seabee"
RC70,LandPlane,2/Piston,"ROCKWELL, Commander 700"
RCAL,LandPlane,1/Piston,"MURPHY, Radical"
RD03,LandPlane,1/Piston,"DURUBLE, RD-03 Edelweiss"
RD20,LandPlane,1/Piston,"DENIZE, RD-20 Raid Driver"
RDH2,LandPlane,1/Piston,"REDFERN, DH-2"
RELI,LandPlane,1/Piston,"STINSON, AT-19 Reliant"
RENE,LandPlane,1/Piston,"MURPHY, Renegade"
REV6,Gyrocopter,1/Turboprop/Turboshaft,"GROEN, Revcon 6G"
RF10,LandPlane,1/Piston,"FOURNIER, RF-10"
RF3,LandPlane,1/Piston,"FOURNIER, RF-3"
RF4,LandPlane,1/Piston,"FOURNIER, RF-4"
RF47,LandPlane,1/Piston,"FOURNIER, RF-47"
RF5,LandPlane,1/Piston,"FOURNIER, RF-5"
RF6,LandPlane,1/Piston,"FOURNIER, RF-6"
RF9,LandPlane,1/Piston,"FOURNIER, RF-9"
RFAL,LandPlane,2/Jet,"DASSAULT, Rafale"
RGNT,LandPlane,1/Piston,"NEIVA, C-42 Regente"
RISN,LandPlane,1/Piston,"SWISS EXCELLENCE, Risen"
RJ03,LandPlane,1/Piston,"JUNQUA, RJ-03 Ibis"
RJ1H,LandPlane,4/Jet,"BRITISH AEROSPACE, RJ-100"
RJ70,LandPlane,4/Jet,"BRITISH AEROSPACE, RJ-70"
RJ85,LandPlane,4/Jet,"BRITISH AEROSPACE, RJ-85"
RK5,LandPlane,1/Piston,"KALINAUSKAS, RK-5"
RLU1,LandPlane,1/Piston,"RLU, RLU-1 Breezy"
RMOU,Helicopter,1/Turboprop/Turboshaft,"HILLBERG, EH1-01 Rotormouse"
RNGR,LandPlane,1/Piston,"DAC, RangeR"
ROAR,LandPlane,1/Rocket,"VELOCITY, Rocket Racer"
RODS,LandPlane,1/Piston,"RIHN, DR-107 One Design"
ROND,LandPlane,1/Piston,"AMBROSINI, F-4 Rondone"
ROSE,LandPlane,1/Piston,"MAUPIN, Windrose"
RP1,Helicopter,2/Turboprop/Turboshaft,"MITSUBISHI, RP-1"
RPUP,Gyrocopter,1/Piston,"LITTLE WING, LW-4 Roto-Pup"
RS12,LandPlane,1/Piston,"RANS, S-12 Airaile"
RS18,LandPlane,1/Piston,"SPORTAVIA-PUTZER, RS-180 Sportsman"
RS20,LandPlane,1/Piston,"RANS, S-20 Raven"
RS21,LandPlane,1/Piston,"RANS, S-21 Outbound"
RTA4,LandPlane,1/Piston,"RTAF, RTAF-4 Chandra"
RUBI,LandPlane,1/Piston,"SCINTEX, ML-250 Rubis"
RV10,LandPlane,1/Piston,"VAN'S, RV-10"
RV12,LandPlane,1/Piston,"VAN'S, RV-12"
RV14,LandPlane,1/Piston,"VAN'S, RV-14"
RV3,LandPlane,1/Piston,"VAN'S, RV-3"
RV4,LandPlane,1/Piston,"VAN'S, RV-4"
RV4T,LandPlane,1/Turboprop/Turboshaft,"VAN'S, RV-4T"
RV6,LandPlane,1/Piston,"VAN'S, RV-6"
RV7,LandPlane,1/Piston,"VAN'S, RV-7"
RV8,LandPlane,1/Piston,"VAN'S, RV-8"
RV9,LandPlane,1/Piston,"VAN'S, RV-9"
RVAL,Helicopter,2/Turboprop/Turboshaft,"DENEL, AH-2 Rooivalk"
RW19,LandPlane,1/Piston,"RAGWING, RW-19 Stork"
RW20,LandPlane,1/Piston,"RAGWING, RW-20 Stork"
RW22,LandPlane,1/Piston,"RAGWING, RW-22 Tiger Moth"
RW26,LandPlane,1/Piston,"RAGWING, RW-26 Special 2"
RW3,LandPlane,1/Piston,"RHEIN-WEST-FLUG, RW-3 Multoplane"
RYSA,LandPlane,2/Turboprop/Turboshaft,"TECHNOAVIA, Rysachok"
RYST,LandPlane,1/Piston,"RYAN, ST-A"
S05F,LandPlane,1/Piston,"SIAI-MARCHETTI, S-205-18F"
S05R,LandPlane,1/Piston,"SIAI-MARCHETTI, S-205-18R"
S1,LandPlane,1/Piston,"INTERSTATE, S-1 Cadet"
S10,LandPlane,1/Piston,"STINSON, 10 Voyager"
S107,SeaPlane,1/Piston,"SPRATT, 107"
S108,LandPlane,1/Piston,"STINSON, 108 Station Wagon"
S10S,LandPlane,1/Piston,"STEMME, S-10 Chrysalis"
S11,LandPlane,1/Piston,"FOKKER, S-11 Instructor"
S12,Amphibian,1/Piston,"SPENCER, S-12 Air Car"
S122,LandPlane,2/Piston,"SKYLINE, SL-122  Pchelka"
S12S,LandPlane,1/Piston,"STEMME, S-12 Twin Voyager"
S15S,LandPlane,1/Piston,"STEMME, S-15"
S15U,LandPlane,1/Piston,"STEMME, S-15 Patroller"
S200,LandPlane,1/Jet,"SIPA, S-200 Minijet"
S202,Amphibian,2/Piston,"SGAU, S-202"
S208,LandPlane,1/Piston,"SIAI-MARCHETTI, S-208"
S21,LandPlane,1/Piston,"MACDONALD, S-21"
S211,LandPlane,1/Jet,"SIAI-MARCHETTI, S-211"
S223,LandPlane,1/Piston,"MBB, 223 Flamingo"
S22T,LandPlane,1/Piston,"CIRRUS, SR-22 Turbo"
S274,Helicopter,1/Turboprop/Turboshaft,"IRGC, Shahed 274"
S278,Helicopter,1/Turboprop/Turboshaft,"HESA, Shahed 278"
S285,Helicopter,1/Turboprop/Turboshaft,"HESA, Shahed 285"
S2P,LandPlane,2/Piston,"GRUMMAN, S-2 Tracker"
S2T,LandPlane,2/Turboprop/Turboshaft,"GRUMMAN, S-2 Turbo Tracker"
S3,LandPlane,2/Jet,"LOCKHEED, S-3 Viking"
S330,Helicopter,1/Turboprop/Turboshaft,"SIKORSKY, S-333"
S355,LandPlane,1/Piston,"SCALED, 355 Firebird"
S360,Helicopter,1/Turboprop/Turboshaft,"AEROSPATIALE, SA-360 Dauphin"
S37,LandPlane,2/Jet,"SUKHOI, S-37 Berkut"
S38,Amphibian,2/Piston,"SIKORSKY, S-38 Replica"
S39,Amphibian,1/Piston,"SIKORSKY, S-39"
S4,LandPlane,1/Piston,"ARCTIC, S-4 Privateer"
S400,SeaPlane,2/Piston,"SGAU, S-400 Kapitan"
S434,Helicopter,1/Turboprop/Turboshaft,"SIKORSKY, S-434"
S45,LandPlane,1/Piston,"PARTENAIR, S-45 Mystere"
S450,LandPlane,1/Piston,"AERO-EAST-EUROPE, SILA-450"
S51,Helicopter,1/Piston,"SIKORSKY, S-51"
S51D,LandPlane,1/Piston,"STEWART (1), S-51D"
S52,Helicopter,1/Piston,"SIKORSKY, S-52"
S55P,Helicopter,1/Piston,"SIKORSKY, S-55"
S55T,Helicopter,1/Turboprop/Turboshaft,"SIKORSKY, S-55T"
S58P,Helicopter,1/Piston,"SIKORSKY, S-58"
S58T,Helicopter,1/Turboprop/Turboshaft,"SIKORSKY, S-58T"
S6,LandPlane,1/Piston,"STEMME, S-6"
S601,LandPlane,2/Jet,"AEROSPATIALE, SN-601 Corvette"
S61,Helicopter,2/Turboprop/Turboshaft,"SIKORSKY, S-61A"
S61R,Helicopter,2/Turboprop/Turboshaft,"SIKORSKY, S-61R"
S62,Helicopter,1/Turboprop/Turboshaft,"SIKORSKY, S-62"
S64,Helicopter,2/Turboprop/Turboshaft,"SIKORSKY, S-64 Skycrane"
S65C,Helicopter,2/Turboprop/Turboshaft,"AEROSPATIALE, SA-365C Dauphin 2"
S76,Helicopter,2/Turboprop/Turboshaft,"SIKORSKY, S-76"
S900,LandPlane,1/Piston,"SIPA, S-901"
S92,Helicopter,2/Turboprop/Turboshaft,"SIKORSKY, S-92 Helibus"
S97,Helicopter,1/Turboprop/Turboshaft,"SIKORSKY, S-97 Raider"
SA02,LandPlane,1/Piston,"K & S, SA-102.5 Cavalier"
SA03,LandPlane,1/Piston,"K & S, SA-103 Cavalier"
SA04,LandPlane,1/Piston,"K & S, SA-104 Cavalier"
SA05,LandPlane,1/Piston,"K & S, SA-105 Super Cavalier"
SA10,LandPlane,1/Piston,"STOLP, SA-100 Starduster"
SA11,LandPlane,1/Piston,"STITS, SA-11 Playmate"
SA2,LandPlane,1/Piston,"ICP, SA-2 Rampage"
SA20,Amphibian,1/Piston,"BERIEV, SA-20"
SA3,LandPlane,1/Piston,"STITS, SA-3 Playboy"
SA30,LandPlane,1/Piston,"STOLP, SA-300 Starduster Too"
SA37,LandPlane,1/Piston,"SCHWEIZER, SA-2-37 Condor"
SA38,LandPlane,2/Piston,"SCHWEIZER, SA-2-38A Twin Condor"
SA50,LandPlane,1/Piston,"STOLP, SA-500 Starlet"
SA6,LandPlane,1/Piston,"STITS, SA-6 Flut-R-Bug"
SA6E,LandPlane,1/Turboprop/Turboshaft,"SREYA, SA-6 Envoy"
SA7,LandPlane,1/Piston,"STITS, SA-7 Sky-Coupe"
SA70,LandPlane,1/Piston,"STOLP, SA-700 Acroduster"
SA75,LandPlane,1/Piston,"STOLP, SA-750 Acroduster Too"
SA8T,LandPlane,2/Turboprop/Turboshaft,"SCHWEIZER, SA-2-38B Twin Condor"
SAB2,LandPlane,1/Piston,"ARNET PEREYRA, Sabre 2"
SABA,LandPlane,1/Piston,"PARAVAR PARS, Saba"
SACE,LandPlane,1/Piston,"POBER, Super Ace"
SACR,LandPlane,1/Piston,"SMITH (3), Acro Advanced"
SAFF,LandPlane,1/Piston,"HALSTED, Saffire"
SAH1,LandPlane,1/Piston,"TRAGO MILLS, SAH-1"
SAKO,LandPlane,1/Piston,"RANS, S-10 Sakota"
SALB,LandPlane,1/Piston,"SKYGEAR, Albatross"
SAM,LandPlane,1/Piston,"SAM AIRCRAFT, Sam"
SAND,SeaPlane,4/Piston,"SHORT, S-25 Sandringham"
SAPH,LandPlane,1/Piston,"PIEL, CP-1320 Saphir"
SASH,LandPlane,2/Piston,"SHARK AIRCRAFT, Shark"
SASP,LandPlane,1/Piston,"SUPERMARINE AIRCRAFT, Spitfire Mk25"
SASY,LandPlane,1/Piston,"PROTECH, PT-2 Sassy"
SATA,LandPlane,2/Jet,"HISPANO, HA-200 Saeta"
SAVA,LandPlane,1/Piston,"SADLER, Vampire"
SAVG,LandPlane,1/Piston,"ZLIN AVIATION, Savage"
SB05,LandPlane,2/Jet,"SAAB, 105"
SB20,LandPlane,2/Turboprop/Turboshaft,"SAAB, 2000"
SB29,LandPlane,1/Jet,"SAAB, 29"
SB32,LandPlane,1/Jet,"SAAB, 32 Lansen"
SB35,LandPlane,1/Jet,"SAAB, 35 Draken"
SB37,LandPlane,1/Jet,"SAAB, 37 Viggen"
SB39,LandPlane,1/Jet,"SAAB, 39 Gripen"
SB7,LandPlane,1/Piston,"SEABIRD, SB-7 Seeker"
SB91,LandPlane,1/Piston,"SAAB, 91 Safir"
SBD,LandPlane,1/Piston,"DOUGLAS, SBD Dauntless"
SBLS,LandPlane,2/Piston,"SLIPSTREAM, SkyBlaster"
SBM3,LandPlane,1/Piston,"E & K, SBM-03 Kos"
SBOY,LandPlane,1/Piston,"INTERPLANE, Skyboy"
SBR1,LandPlane,2/Jet,"NORTH AMERICAN, Sabreliner"
SBR2,LandPlane,2/Jet,"ROCKWELL, Sabre 80"
SC01,LandPlane,1/Piston,"GYROFLUG, SC-01 Speed Canard"
SC7,LandPlane,2/Turboprop/Turboshaft,"SHORT, SC-7 Skyvan"
SCAM,LandPlane,1/Piston,"AEROSPORT, Scamp"
SCEP,LandPlane,1/Piston,"SLIPSTREAM, Scepter"
SCII,Gyrocopter,1/Piston,"SPORT COPTER, SportCopter 2"
SCOM,LandPlane,1/Piston,"AIRDALE, Comet"
SCOR,Helicopter,1/Piston,"ROTORWAY, Scorpion"
SCOU,Helicopter,1/Turboprop/Turboshaft,"WESTLAND, Scout"
SCRO,LandPlane,1/Piston,"AKAFLIEG MUNCHEN, Mü-30 Schlacro"
SCTR,LandPlane,1/Piston,"FLAGLOR, Scooter"
SCUB,LandPlane,1/Piston,"AERO KUHLMANN, Scub"
SCW1,LandPlane,1/Piston,"SCWAL, 101"
SD26,LandPlane,1/Piston,"SKYDANCER, SD-260"
SD4,LandPlane,1/Piston,"TOMARK, SD-4 Viper"
SDUS,LandPlane,1/Piston,"STOLP, Super Starduster"
SE5A,LandPlane,1/Piston,"RAF, SE-5A Replica"
SE5R,LandPlane,1/Piston,"REPLICA PLANS, SE-5A Replica"
SEAT,Amphibian,1/Turboprop/Turboshaft,"SEAWIND, Turbine Seawind"
SEAW,Amphibian,1/Piston,"SEAWIND, Seawind"
SERA,LandPlane,1/Piston,"SERVOPLANT, Aerocraft"
SF2,LandPlane,1/Piston,"VIKING (1), SF-2 Cygnet"
SF23,LandPlane,1/Piston,"SCHEIBE, SF-23 Sperling"
SF24,LandPlane,1/Piston,"SCHEIBE, SF-24 Motorspatz"
SF25,LandPlane,1/Piston,"SCHEIBE, SF-25 Falke"
SF27,LandPlane,1/Piston,"SCHEIBE, SF-27M"
SF28,LandPlane,1/Piston,"SCHEIBE, SF-28 Tandem Falke"
SF31,LandPlane,1/Piston,"SPORTAVIA-PUTZER, SFS-31 Milan"
SF32,LandPlane,1/Piston,"SCHEIBE, SF-32"
SF34,LandPlane,2/Turboprop/Turboshaft,"SAAB, 340"
SF35,LandPlane,1/Piston,"SCHEIBE, SF-35"
SF36,LandPlane,1/Piston,"SCHEIBE, SF-36"
SF41,Landplane,1/Piston,"SCHEIBE, SF-41"
SF50,LandPlane,1/Jet,"CIRRUS, SF-50 Vision"
SG37,LandPlane,1/Piston,"SCHWEIZER, SGM-2-37"
SG70,LandPlane,1/Piston,"GLASS, SG-70 STOLGlass"
SG92,LandPlane,1/Turboprop/Turboshaft,"TECHNOAVIA, SMG-92 Turbo Finist"
SGRA,LandPlane,1/Piston,"SG AVIATION, Rally"
SGUP,LandPlane,4/Turboprop/Turboshaft,"AERO SPACELINES, 377SGT Super Guppy"
SH09,Helicopter,1/Turboprop/Turboshaft,"KOPTER, SH-09"
SH33,LandPlane,2/Turboprop/Turboshaft,"SHORT, 330"
SH36,LandPlane,2/Turboprop/Turboshaft,"SHORT, 360"
SH4,Helicopter,1/Piston,"SILVERCRAFT, SH-4"
SH5,SeaPlane,4/Turboprop/Turboshaft,"HARBIN, SH-5"
SHAC,LandPlane,4/Piston,"AVRO, 696 Shackleton"
SHAK,Amphibian,1/Piston,"FREEDOM MASTER, FM-2 Air Shark"
SHAW,LandPlane,1/Jet,"HAWKER, Sea Hawk"
SHEA,Amphibian,1/Piston,"SEAFLIGHT, Shearwater"
SHEK,LandPlane,1/Piston,"RANS, S-16 Shekari"
SHER,LandPlane,1/Piston,"SHERPA, C-400"
SHOE,LandPlane,1/Piston,"MERCURY, Shoestring"
SHOP,LandPlane,1/Piston,"SALVAY-STARK, Skyhopper"
SHOR,LandPlane,1/Piston,"HIGHER CLASS, Super Hornet"
SHRK,LandPlane,1/Piston,"SHARK AERO, Shark"
SHRT,LandPlane,1/Turboprop/Turboshaft,"SHERPA, Sherpa K-650T"
SIDE,LandPlane,1/Piston,"SMYTH, Sidewinder"
SIGM,LandPlane,1/Piston,"ELITAR, Sigma"
SILH,LandPlane,1/Piston,"SILHOUETTE, SA-60 Silhouette"
SIR2,LandPlane,1/Piston,"RHEIN, Sirius 2"
SIRA,LandPlane,1/Piston,"TECNAM, P-2002 Sierra"
SJ30,LandPlane,2/Jet,"SINO SWEARINGEN, SJ-30"
SK10,LandPlane,1/Piston,"SKYETON, K-10 Swift"
SK70,LandPlane,2/Piston,"STARKRAFT, SK-700"
SKAR,LandPlane,1/Piston,"III, Sky Arrow"
SKIF,Amphibian,1/Piston,"AEROLITES, AeroSkiff"
SKIM,Amphibian,1/Piston,"COLONIAL, C-1 Skimmer"
SKRA,LandPlane,1/Piston,"BEST OFF, Sky Ranger"
SKYC,LandPlane,2/Piston,"OMA SUD, Skycar"
SKYO,LandPlane,1/Piston,"SKYOTE AEROMARINE, Skyote"
SKYR,LandPlane,1/Piston,"REARWIN, Skyranger"
SL1,LandPlane,1/Piston,"STAR-LITE, SL-1 Star-Lite"
SL39,LandPlane,1/Piston,"MAPO, SL-39"
SL90,LandPlane,1/Piston,"AVIOTECHNICA, SL-90 Leshii"
SLCH,LandPlane,6/Jet,"SCALED, 351 Stratolaunch"
SLG2,LandPlane,1/Piston,"SLING AIRCRAFT, Sling 2"
SLG4,LandPlane,1/Piston,"AIRPLANE FACTORY, Sling 4"
SLH4,LandPlane,1/Piston,"SLING AIRCRAFT, Sling 4 High Wing"
SLK3,LandPlane,1/Piston,"SLICK, 360"
SLK5,LandPlane,1/Piston,"SLICK, 540"
SM01,LandPlane,1/Piston,"STERN-MALLICK, SM-01 Vega"
SM19,LandPlane,1/Turboprop/Turboshaft,"SIAI-MARCHETTI, SM-1019"
SM20,LandPlane,1/Turboprop/Turboshaft,"TECHNOAVIA, SM-2000"
SM60,LandPlane,3/Piston,"STINSON, SM-6000 Tri-Motor"
SM92,LandPlane,1/Piston,"TECHNOAVIA, SMG-92 Turbo Finist"
SMAX,Amphibian,1/Piston,"AIRMAX, M-22 SeaMax"
SMB2,LandPlane,1/Jet,"DASSAULT, Super Mystère B2"
SNAD,Gyrocopter,1/Piston,"CALUMET, 636 Snobird Adventurer"
SNAP,LandPlane,1/Piston,"DALLAIR, FR-01 Snap"
SNGY,LandPlane,1/Piston,"CIAC, Synergy"
SNOS,LandPlane,1/Piston,"VSR, SR-1 Snoshoo"
SNS2,LandPlane,1/Piston,"SORRELL, SNS-2 Guppy"
SNS7,LandPlane,1/Piston,"SORRELL, SNS-7 Hiperbipe"
SNS9,LandPlane,1/Piston,"SORRELL, SNS-9 EXP-2"
SNTA,LandPlane,1/Piston,"AIRSPORT, Sonata"
SOK2,LandPlane,1/Piston,"SOKO, 2"
SOKL,LandPlane,1/Piston,"MRAZ, M-1 Sokol"
SOL1,LandPlane,4/Electric,"SOLAR IMPULSE, 1"
SOL2,LandPlane,4/Electric,"SOLAR IMPULSE, 2"
SOLI,LandPlane,1/Piston,"RUTAN, 77 Solitaire"
SONG,LandPlane,1/Piston,"AIRSPORT, Song"
SONX,LandPlane,1/Piston,"SONEX, Sonex"
SORA,LandPlane,1/Piston,"ACS, ACS-100 Sora"
SP20,LandPlane,1/Piston,"MICCO, SP-20"
SP33,LandPlane,2/Jet,"SPECTRUM, S-33 Independence"
SP55,LandPlane,1/Piston,"TECHNOAVIA, SP-55"
SP6E,LandPlane,1/Piston,"SAUSER, P-6E Replica"
SP7,LandPlane,1/Piston,"SPARTAN, 7 Executive"
SP91,LandPlane,1/Piston,"TECHNOAVIA, SP-91 Slava"
SP95,LandPlane,1/Piston,"TECHNOAVIA, SP-95"
SPA2,LandPlane,1/Piston,"STARK-TREFETHEN, Sport-Aire 2"
SPAR,LandPlane,1/Piston,"III, Speed Arrow"
SPC2,LandPlane,1/Piston,"SPECTER, Specter 2"
SPDR,LandPlane,1/Piston,"REARWIN, 6000 Speedster"
SPEL,LandPlane,1/Piston,"LOEHLE, Spitfire Elite"
SPGY,Gyrocopter,1/Piston,"AIRCRAFT DESIGNS, Sportster Gyro"
SPHA,Gyrocopter,1/Piston,"AMERICAN AUTOGYRO, SparrowHawk"
SPIR,LandPlane,1/Piston,"QUESTAIR, Spirit"
SPIT,LandPlane,1/Piston,"SUPERMARINE, Spitfire"
SPOR,LandPlane,1/Piston,"AMAX, Sport 1700"
SPR2,LandPlane,1/Piston,"CARLSON, Sparrow 2"
SPRT,LandPlane,1/Piston,"PRACTAVIA, Sprite"
SPST,LandPlane,1/Piston,"REARWIN, Sportster"
SPUP,LandPlane,1/Piston,"SOPWITH, Pup"
SQ2T,LandPlane,1/Piston,"GLASSIC, SQ-2000"
SQES,LandPlane,2/Piston,"SLIPSTREAM, SkyQuest"
SR01,LandPlane,1/Piston,"EURODISPLAY, SR-01 Magic"
SR20,LandPlane,1/Piston,"CIRRUS, SR-20"
SR22,LandPlane,1/Piston,"CIRRUS, SR-22"
SRAC,LandPlane,1/Piston,"SPORT RACER, Sport Racer"
SRAI,LandPlane,1/Piston,"GREAT PLAINS, Sonerai"
SRAS,LandPlane,1/Piston,"D'APUZZO, D-260 Senior Aero Sport"
SRAY,Amphibian,1/Piston,"DORNIER, S-Ray 007"
SREY,Amphibian,1/Piston,"PROGRESSIVE AERODYNE, SeaRey"
SS2,LandPlane,1/Rocket,"SCALED, 339 Space Ship Two"
SS2P,LandPlane,1/Piston,"AYRES, Thrush"
SS2T,LandPlane,1/Turboprop/Turboshaft,"AYRES, Turbo Thrush (S-2R-G/T except T660)"
SSAB,LandPlane,1/Jet,"NORTH AMERICAN, F-100 Super Sabre"
SSC,Gyrocopter,1/Piston,"BUTTERFLY, Super Sky Cycle"
SSTL,LandPlane,1/Piston,"JUST, JA30 SuperSTOL"
SSTM,Amphibian,1/Piston,"SG AVIATION, Sea Storm"
ST1,LandPlane,2/Piston,"PHILLIPS, ST-1 Speedtwin"
ST10,LandPlane,1/Piston,"SOCATA, ST-10 Provence"
ST3,LandPlane,1/Piston,"STEARMAN, C-3"
ST30,LandPlane,1/Piston,"STAUDACHER, S-300"
ST4,LandPlane,1/Piston,"STEARMAN, 4 Junior Speedmail"
ST6,LandPlane,1/Piston,"STEARMAN, 6 Cloudboy"
ST60,LandPlane,1/Piston,"STAUDACHER, S-600"
ST75,LandPlane,1/Piston,"STEARMAN, 75 Kaydet"
ST87,LandPlane,1/Piston,"STERN, ST-87 Europlane"
STAL,LandPlane,1/Piston,"AIRCRAFT DESIGNS, Stallion"
STAR,LandPlane,2/Turboprop/Turboshaft,"RAYTHEON, 2000 Starship"
STAT,LandPlane,1/Turboprop/Turboshaft,"AIRCRAFT DESIGNS, Turbine Stallion"
STCH,LandPlane,1/Piston,"FLY SYNTHESIS, Storch"
STFF,LandPlane,1/Piston,"STATLER, Firefly"
STIL,LandPlane,1/Piston,"TERZI, T-9 Stiletto"
STLN,LandPlane,1/Turboprop/Turboshaft,"HELIO, AU-24 Stallion"
STOR,LandPlane,1/Piston,"STORCH AVIATION, SS-4 Storch"
STR2,LandPlane,1/Piston,"STROJNIK, S-2"
STRA,LandPlane,1/Piston,"STRIPLIN, Sky Ranger"
STRE,LandPlane,1/Piston,"TL ULTRALIGHT, Stream"
STRI,LandPlane,1/Piston,"SOPWITH, Triplane Replica"
STRK,LandPlane,1/Jet,"BRITISH AEROSPACE, BAC-167 Strikemaster"
STRM,LandPlane,1/Piston,"SG AVIATION, Storm"
STST,LandPlane,1/Piston,"CFM, SA-2 Star Streak"
SU17,LandPlane,1/Jet,"SUKHOI, Su-17"
SU24,LandPlane,2/Jet,"SUKHOI, Su-24"
SU25,LandPlane,2/Jet,"SUKHOI, Su-25"
SU26,LandPlane,1/Piston,"SUKHOI, Su-26"
SU27,LandPlane,2/Jet,"SUKHOI, Su-27"
SU29,LandPlane,1/Piston,"SUKHOI, Su-29"
SU31,LandPlane,1/Piston,"SUKHOI, Su-31"
SU38,LandPlane,1/Piston,"SUKHOI, Su-38"
SU57,LandPlane,2/Jet,"SUKHOI, Su-57"
SU7,LandPlane,1/Jet,"SUKHOI, Su-7"
SU80,LandPlane,2/Turboprop/Turboshaft,"SUKHOI, Su-80"
SU95,LandPlane,2/Jet,"SUKHOI, Superjet 100-95"
SUBA,LandPlane,1/Piston,"FUJI, FA-200 Aero Subaru"
SUCO,Helicopter,2/Turboprop/Turboshaft,"BELL, AH-1Z SuperCobra"
SUNB,LandPlane,1/Piston,"VERILITE, 100 Sunbird"
SUNV,LandPlane,1/Piston,"FOKKER, Super Universal"
SURN,Helicopter,2/Turboprop/Turboshaft,"KOREA AEROSPACE, Surion"
SURU,LandPlane,1/Piston,"IPT, IPT-16 Surubim"
SUSO,LandPlane,1/Piston,"VSTOL, SS-2000 Super Solution"
SV4,LandPlane,1/Piston,"STAMPE, SV-4"
SVNH,LandPlane,1/Piston,"ICP, MXP-740 Savannah"
SW18,LandPlane,1/Piston,"SKYWOOD, SW-18 Teddy"
SW2,LandPlane,2/Turboprop/Turboshaft,"SWEARINGEN, Merlin 2"
SW3,LandPlane,2/Turboprop/Turboshaft,"SWEARINGEN, Merlin 3"
SW4,LandPlane,2/Turboprop/Turboshaft,"SWEARINGEN, Merlin 4"
SWAK,LandPlane,1/Piston,"ANGLIN, Space Walker 1"
